order_id,customer_id,order_amount,order_timestamp
66245-9,66245,151.37,2021-02-28 04:49:05
66245-10,66245,165.18,2021-08-08 07:43:09
45811-1,45811,24.62,2020-10-08 16:59:48
45811-2,45811,78.52,2023-08-30 17:44:04
45811-3,45811,22.1,2022-05-24 12:37:29
45811-4,45811,43.33,2021-06-09 20:42:57
45811-5,45811,61.3,2023-04-11 20:17:07
45811-6,45811,42.98,2023-08-23 22:46:26
45811-7,45811,60.23,2022-03-22 18:10:21
45811-8,45811,27.7,2023-07-06 16:57:52
45811-9,45811,44.66,2021-05-28 19:59:59
45811-10,45811,67.06,2023-11-08 20:10:47
57278-1,57278,127.09,2023-04-13 03:37:48
57278-2,57278,118.14,2023-11-27 19:13:11
57278-3,57278,141.21,2021-08-12 18:55:01
57278-4,57278,47.56,2020-05-03 05:33:04
57278-5,57278,132.45,2022-04-23 20:48:46
57278-6,57278,143.11,2022-03-20 18:31:07
57278-7,57278,87.5,2023-03-27 16:39:54
57278-8,57278,125.05,2023-10-11 23:38:38
57278-9,57278,105.42,2023-05-29 13:47:37
57278-10,57278,73.14,2022-12-20 18:09:26
20460-1,20460,55.84,2021-11-04 16:27:04
20460-2,20460,100.74,2020-11-28 03:00:12
20460-3,20460,72.8,2022-05-17 03:51:15
20460-4,20460,29.2,2022-02-24 17:24:10
20460-5,20460,99.39,2021-07-20 19:50:35
20460-6,20460,111.49,2020-05-30 20:35:03
20460-7,20460,41.85,2020-10-29 16:30:02
20460-8,20460,109.49,2022-01-28 14:36:02
20460-9,20460,100.56,2021-04-19 19:35:29
20460-10,20460,75.51,2020-07-07 18:12:25
29055-1,29055,74.66,2022-02-20 07:08:32
29055-2,29055,105.73,2023-11-20 20:46:28
29055-3,29055,49.46,2022-07-14 20:11:15
29055-4,29055,40.5,2023-05-11 19:55:02
29055-5,29055,138.76,2021-10-07 16:23:33
29055-6,29055,118.29,2020-11-03 09:01:58
29055-7,29055,57.09,2021-09-20 19:01:16
29055-8,29055,102.98,2021-11-11 00:06:22
29055-9,29055,92.0,2023-09-03 17:19:52
29055-10,29055,94.18,2021-05-31 16:40:33
9079-1,9079,114.61,2023-10-15 04:20:55
9079-2,9079,129.7,2023-11-20 13:06:29
9079-3,9079,155.96,2022-03-04 01:57:12
9079-4,9079,133.66,2023-08-26 19:09:05
9079-5,9079,76.25,2022-08-12 18:16:13
9079-6,9079,37.06,2022-09-07 17:02:03
9079-7,9079,49.76,2022-05-23 14:08:02
9079-8,9079,79.77,2023-05-19 22:41:28
9079-9,9079,156.73,2022-02-20 08:25:22
9079-10,9079,71.53,2022-02-28 16:52:03
85768-1,85768,132.01,2020-05-13 13:48:33
85768-2,85768,73.77,2023-10-06 04:09:25
85768-3,85768,65.86,2021-01-09 01:26:55
85768-4,85768,88.75,2023-06-30 18:32:34
85768-5,85768,67.61,2022-08-10 17:12:04
85768-6,85768,195.88,2022-02-04 10:38:40
85768-7,85768,172.9,2021-08-09 19:30:02
85768-8,85768,50.43,2020-05-04 17:51:33
85768-9,85768,59.03,2021-05-03 18:40:43
85768-10,85768,115.26,2020-03-17 20:54:40
33956-1,33956,63.3,2021-05-26 19:06:39
33956-2,33956,155.74,2022-02-21 15:42:25
33956-3,33956,36.73,2020-06-15 20:21:45
33956-4,33956,139.96,2023-05-11 20:06:10
33956-5,33956,87.74,2021-10-03 19:48:00
33956-6,33956,47.17,2023-07-22 09:44:28
33956-7,33956,120.94,2021-12-17 18:22:49
33956-8,33956,150.41,2021-03-28 18:30:17
33956-9,33956,116.62,2022-12-10 19:57:49
33956-10,33956,35.65,2020-02-25 19:06:39
47049-1,47049,77.57,2020-03-03 23:23:06
47049-2,47049,135.66,2020-11-14 18:18:42
47049-3,47049,124.03,2023-09-17 20:25:25
47049-4,47049,111.72,2022-12-28 17:30:16
47049-5,47049,96.97,2023-05-22 18:32:54
47049-6,47049,102.91,2021-09-23 20:26:30
47049-7,47049,131.79,2020-03-27 16:34:32
47049-8,47049,123.86,2021-06-23 13:14:09
47049-9,47049,47.66,2021-07-21 06:18:09
47049-10,47049,73.06,2023-11-26 16:42:30
54613-1,54613,71.49,2020-08-04 19:13:20
54613-2,54613,111.13,2020-12-22 19:38:46
54613-3,54613,40.6,2021-05-18 17:13:43
54613-4,54613,29.6,2021-01-28 10:32:50
54613-5,54613,121.02,2021-05-09 19:53:40
54613-6,54613,87.62,2021-03-07 20:01:48
54613-7,54613,123.43,2022-05-01 16:53:48
54613-8,54613,70.36,2022-07-02 17:24:07
54613-9,54613,54.48,2022-09-29 17:23:16
54613-10,54613,29.5,2023-02-05 04:20:17
39634-1,39634,147.32,2023-07-12 02:47:57
39634-2,39634,113.08,2020-08-19 17:54:17
39634-3,39634,185.38,2020-08-08 19:36:00
39634-4,39634,48.92,2021-06-16 16:07:54
39634-5,39634,78.54,2021-02-08 16:55:54
39634-6,39634,58.67,2022-07-16 18:05:48
39634-7,39634,165.62,2022-02-18 18:42:09
39634-8,39634,53.38,2022-07-16 05:57:16
39634-9,39634,151.38,2021-02-22 20:54:29
39634-10,39634,134.34,2020-04-17 13:40:11
5197-1,5197,126.85,2021-04-23 20:08:20
5197-2,5197,182.17,2022-08-29 17:03:23
5197-3,5197,84.08,2020-05-11 19:58:12
5197-4,5197,107.04,2020-05-26 19:55:28
5197-5,5197,135.88,2020-01-23 22:28:36
5197-6,5197,121.27,2022-09-19 23:23:00
5197-7,5197,53.05,2021-08-14 18:50:35
5197-8,5197,95.66,2022-09-22 17:15:50
5197-9,5197,106.61,2023-07-01 16:24:27
5197-10,5197,135.42,2021-01-29 19:03:38
32683-1,32683,105.74,2021-10-14 16:23:12
32683-2,32683,99.62,2021-11-18 20:03:00
32683-3,32683,58.1,2020-08-31 20:05:27
32683-4,32683,108.4,2020-04-20 08:54:14
32683-5,32683,29.17,2022-02-18 18:19:31
32683-6,32683,130.54,2021-06-27 19:42:11
32683-7,32683,109.16,2022-04-11 05:31:40
32683-8,32683,72.41,2023-03-19 17:00:57
32683-9,32683,129.43,2023-12-03 17:03:55
32683-10,32683,96.69,2022-07-03 18:49:32
52616-1,52616,117.15,2020-05-21 19:52:15
52616-2,52616,121.6,2020-06-27 17:04:19
52616-3,52616,52.04,2023-07-14 20:56:59
52616-4,52616,166.41,2020-06-14 19:33:16
52616-5,52616,154.22,2021-06-08 20:23:30
52616-6,52616,126.52,2022-08-30 17:01:24
52616-7,52616,186.92,2021-06-05 18:08:09
52616-8,52616,114.35,2020-11-06 17:31:14
52616-9,52616,140.93,2021-09-23 13:10:50
52616-10,52616,74.18,2023-10-28 04:28:16
59346-1,59346,91.46,2020-11-12 16:25:49
59346-2,59346,83.11,2022-09-27 18:02:16
59346-3,59346,124.75,2023-09-23 18:32:51
59346-4,59346,78.13,2021-10-09 16:33:18
59346-5,59346,111.03,2021-06-06 17:24:59
59346-6,59346,56.61,2021-04-28 16:02:11
59346-7,59346,112.53,2023-06-23 17:17:06
59346-8,59346,85.92,2022-09-24 19:59:45
59346-9,59346,136.9,2023-06-29 11:51:38
59346-10,59346,108.26,2022-07-24 16:16:37
11931-1,11931,56.56,2021-04-19 17:27:36
11931-2,11931,27.11,2021-10-26 17:40:03
11931-3,11931,53.81,2021-09-24 20:31:36
11931-4,11931,144.13,2020-01-03 18:25:08
11931-5,11931,72.9,2021-08-26 20:22:09
11931-6,11931,56.97,2021-07-15 20:34:42
11931-7,11931,119.31,2020-08-29 18:13:19
11931-8,11931,39.72,2023-08-18 16:41:36
11931-9,11931,43.21,2020-01-02 16:42:27
11931-10,11931,39.15,2021-01-21 16:34:15
46072-1,46072,87.34,2021-01-19 15:37:06
46072-2,46072,162.61,2023-07-31 08:26:43
46072-3,46072,59.35,2023-10-15 19:21:29
46072-4,46072,132.27,2021-07-06 09:13:06
46072-5,46072,89.2,2022-09-26 20:03:48
46072-6,46072,142.61,2023-01-11 05:14:32
46072-7,46072,32.03,2020-04-02 18:46:01
46072-8,46072,106.38,2022-08-12 20:18:03
46072-9,46072,119.8,2023-05-13 22:34:25
46072-10,46072,56.12,2021-05-10 16:12:27
36657-1,36657,84.39,2022-09-08 19:57:36
36657-2,36657,50.48,2021-05-29 10:30:27
36657-3,36657,123.84,2023-05-30 16:51:25
36657-4,36657,48.14,2020-10-24 18:09:48
36657-5,36657,65.43,2021-06-09 06:45:54
36657-6,36657,95.01,2021-02-13 18:21:26
36657-7,36657,66.14,2020-05-25 19:56:51
36657-8,36657,80.03,2023-06-09 01:35:35
36657-9,36657,123.82,2023-08-27 18:38:46
36657-10,36657,121.74,2023-11-25 20:35:22
72454-1,72454,179.99,2023-03-26 20:49:31
72454-2,72454,70.34,2020-08-29 01:11:02
72454-3,72454,138.96,2023-06-13 19:18:45
72454-4,72454,182.08,2020-09-02 03:53:48
72454-5,72454,66.43,2021-03-24 02:40:27
72454-6,72454,135.94,2023-10-29 20:26:25
72454-7,72454,126.92,2020-08-07 09:31:59
72454-8,72454,76.07,2021-11-01 19:07:28
72454-9,72454,133.82,2023-06-16 23:24:40
72454-10,72454,136.67,2021-06-02 08:09:26
74519-1,74519,119.04,2022-05-10 00:57:51
74519-2,74519,159.23,2022-02-06 17:18:42
74519-3,74519,93.21,2020-02-17 09:58:00
74519-4,74519,120.91,2023-09-27 18:04:22
74519-5,74519,93.66,2022-01-28 16:42:15
74519-6,74519,79.1,2021-07-23 16:24:04
74519-7,74519,52.49,2021-06-11 19:29:57
74519-8,74519,86.25,2020-12-04 18:20:10
74519-9,74519,107.92,2021-11-14 16:05:45
74519-10,74519,71.31,2021-08-30 08:56:31
10458-1,10458,173.74,2022-07-05 18:01:36
10458-2,10458,128.46,2021-11-14 17:39:05
10458-3,10458,197.47,2020-02-26 12:39:54
10458-4,10458,122.69,2021-10-21 15:29:11
10458-5,10458,43.55,2023-05-27 20:24:04
10458-6,10458,183.97,2021-01-13 17:03:47
10458-7,10458,96.1,2023-01-29 18:35:01
10458-8,10458,120.95,2023-06-30 18:14:24
10458-9,10458,85.16,2022-04-03 16:00:10
10458-10,10458,123.58,2021-07-15 18:37:56
38723-1,38723,131.48,2023-02-13 18:30:58
38723-2,38723,73.29,2023-11-17 17:59:49
38723-3,38723,154.52,2023-05-22 16:13:22
38723-4,38723,160.36,2022-07-26 18:38:47
38723-5,38723,132.23,2022-06-12 19:10:41
38723-6,38723,87.02,2021-05-12 16:48:00
38723-7,38723,135.69,2021-08-07 19:12:25
38723-8,38723,49.88,2022-02-10 19:07:43
38723-9,38723,85.16,2022-11-24 19:54:15
38723-10,38723,65.39,2022-09-21 13:27:02
99191-1,99191,31.82,2023-05-19 20:18:43
99191-2,99191,52.69,2020-02-28 16:04:44
99191-3,99191,90.97,2022-12-28 16:39:37
99191-4,99191,93.51,2023-08-27 18:45:06
99191-5,99191,118.18,2020-08-09 16:10:51
99191-6,99191,79.47,2020-12-25 17:21:55
99191-7,99191,48.01,2023-06-06 17:30:36
99191-8,99191,53.37,2021-01-22 20:49:58
99191-9,99191,87.59,2022-12-19 20:04:08
99191-10,99191,43.74,2023-09-27 05:26:34
45078-1,45078,52.01,2022-10-28 12:58:29
45078-2,45078,36.14,2020-03-31 17:11:27
45078-3,45078,36.78,2021-12-19 18:28:08
45078-4,45078,84.07,2020-03-01 18:31:28
45078-5,45078,94.01,2022-06-15 17:10:53
45078-6,45078,82.57,2023-10-17 17:53:30
45078-7,45078,59.44,2023-01-23 20:26:15
45078-8,45078,89.22,2022-03-16 10:32:01
45078-9,45078,31.31,2022-06-13 19:55:20
45078-10,45078,93.62,2022-04-25 16:26:26
40971-1,40971,74.01,2020-07-07 20:13:16
40971-2,40971,131.67,2020-06-06 16:40:26
40971-3,40971,66.55,2022-01-11 18:07:21
40971-4,40971,44.95,2021-07-18 17:18:04
40971-5,40971,44.11,2023-09-05 17:09:22
40971-6,40971,111.24,2021-01-05 16:37:53
40971-7,40971,106.7,2020-09-11 16:57:58
40971-8,40971,148.42,2023-12-04 14:09:22
40971-9,40971,69.59,2021-05-24 08:57:51
40971-10,40971,85.03,2023-11-01 19:21:07
1177-1,1177,52.28,2020-10-30 05:20:47
1177-2,1177,70.15,2022-02-09 17:25:21
1177-3,1177,157.97,2020-09-08 18:29:23
1177-4,1177,107.31,2020-04-19 18:26:25
1177-5,1177,158.44,2021-10-22 20:37:44
1177-6,1177,172.92,2021-04-29 18:04:28
1177-7,1177,73.8,2022-03-24 00:58:24
1177-8,1177,82.66,2020-05-01 10:39:59
1177-9,1177,48.11,2021-06-23 06:41:08
1177-10,1177,150.36,2021-06-18 07:31:52
35245-1,35245,114.62,2021-12-19 20:47:11
35245-2,35245,66.73,2022-06-18 16:35:24
35245-3,35245,171.13,2021-10-04 08:30:04
35245-4,35245,56.0,2023-03-27 18:56:17
35245-5,35245,124.48,2023-03-20 18:10:17
35245-6,35245,105.35,2022-12-19 18:48:11
35245-7,35245,77.86,2023-08-11 17:32:54
35245-8,35245,126.68,2021-02-12 16:48:12
35245-9,35245,127.71,2021-05-20 16:28:28
35245-10,35245,125.91,2022-09-12 19:49:22
34934-1,34934,72.95,2020-11-21 17:54:23
34934-2,34934,28.07,2022-06-21 17:12:46
34934-3,34934,76.72,2020-04-11 18:34:10
34934-4,34934,71.16,2022-07-21 04:55:09
34934-5,34934,88.61,2021-05-23 16:33:13
34934-6,34934,86.68,2023-10-14 12:39:56
34934-7,34934,129.38,2022-02-27 15:42:21
34934-8,34934,115.94,2022-03-06 18:46:03
34934-9,34934,122.4,2020-09-23 16:38:04
34934-10,34934,65.48,2020-01-25 19:25:20
48649-1,48649,103.3,2020-05-08 19:41:30
48649-2,48649,60.45,2021-04-12 18:11:00
48649-3,48649,159.71,2023-05-06 14:20:04
48649-4,48649,161.66,2021-04-16 18:02:39
48649-5,48649,182.8,2023-01-28 06:31:28
48649-6,48649,168.14,2022-04-27 17:18:57
48649-7,48649,127.82,2022-09-10 17:11:24
48649-8,48649,95.48,2021-08-04 16:38:23
48649-9,48649,181.7,2023-12-27 18:01:20
48649-10,48649,90.53,2023-02-06 18:52:29
33209-1,33209,193.42,2023-03-28 17:58:33
33209-2,33209,126.22,2023-04-07 17:18:48
33209-3,33209,50.61,2023-11-20 17:35:30
33209-4,33209,135.54,2021-11-28 20:47:16
33209-5,33209,85.35,2023-08-08 20:29:42
33209-6,33209,66.64,2021-08-02 01:55:26
33209-7,33209,74.94,2020-09-10 16:19:46
33209-8,33209,184.1,2023-09-07 19:12:35
33209-9,33209,59.79,2023-05-25 20:47:52
33209-10,33209,158.52,2021-04-19 16:16:55
86109-1,86109,88.23,2022-12-18 18:45:35
86109-2,86109,121.39,2023-04-14 18:03:03
86109-3,86109,39.57,2021-10-12 17:27:39
86109-4,86109,45.45,2023-12-01 18:22:07
86109-5,86109,109.67,2023-01-19 16:23:43
86109-6,86109,92.55,2020-12-25 16:38:32
86109-7,86109,151.29,2023-12-19 03:46:50
86109-8,86109,43.78,2022-12-28 16:43:12
86109-9,86109,47.05,2020-05-30 18:30:39
86109-10,86109,94.59,2022-08-13 20:50:11
94731-1,94731,107.47,2022-07-15 16:27:11
94731-2,94731,134.31,2022-07-11 18:50:28
94731-3,94731,31.79,2023-06-15 18:38:24
94731-4,94731,122.89,2021-07-27 20:49:48
94731-5,94731,83.49,2020-08-04 20:43:20
94731-6,94731,41.39,2020-03-17 16:33:28
94731-7,94731,42.57,2023-02-18 20:48:38
94731-8,94731,135.29,2020-07-14 03:41:01
94731-9,94731,137.69,2022-07-20 09:58:14
94731-10,94731,78.36,2021-08-07 06:23:44
40413-1,40413,62.1,2023-06-19 18:01:44
40413-2,40413,93.38,2021-05-29 07:43:51
40413-3,40413,98.65,2023-01-06 16:22:55
40413-4,40413,126.71,2021-02-28 19:04:46
40413-5,40413,119.24,2023-01-30 20:06:21
40413-6,40413,102.04,2023-09-05 10:42:33
40413-7,40413,103.99,2020-10-22 06:00:09
40413-8,40413,91.58,2020-03-09 17:18:17
40413-9,40413,148.87,2021-07-25 21:03:11
40413-10,40413,115.0,2021-07-07 09:56:57
60716-1,60716,167.49,2021-10-08 17:43:44
60716-2,60716,66.24,2020-03-26 18:13:47
60716-3,60716,153.67,2020-08-20 16:10:57
60716-4,60716,159.85,2020-11-01 20:05:16
60716-5,60716,70.82,2021-04-01 19:17:29
60716-6,60716,62.31,2021-06-30 18:20:40
60716-7,60716,161.25,2020-11-06 19:38:10
60716-8,60716,135.69,2020-07-21 19:29:13
60716-9,60716,89.76,2023-11-23 17:52:19
60716-10,60716,180.56,2020-07-18 05:32:49
48170-1,48170,114.33,2023-03-10 05:48:56
48170-2,48170,87.83,2023-06-03 07:23:13
48170-3,48170,117.53,2022-06-12 20:25:37
48170-4,48170,145.9,2021-09-03 23:37:41
48170-5,48170,44.06,2023-12-09 18:30:15
48170-6,48170,71.05,2021-11-10 20:29:41
48170-7,48170,119.96,2022-11-24 16:25:10
48170-8,48170,88.39,2023-06-03 20:57:40
48170-9,48170,71.4,2020-08-18 20:50:11
48170-10,48170,105.65,2023-02-01 18:13:54
16100-1,16100,93.86,2023-02-07 23:34:32
16100-2,16100,70.11,2023-09-03 17:16:57
16100-3,16100,58.03,2020-04-25 20:47:36
16100-4,16100,43.59,2021-01-26 03:51:14
16100-5,16100,73.46,2020-05-14 20:33:10
16100-6,16100,66.16,2022-06-09 18:55:02
16100-7,16100,59.47,2021-05-16 19:22:33
16100-8,16100,119.28,2021-01-11 14:32:03
16100-9,16100,71.53,2022-02-21 06:24:03
16100-10,16100,112.09,2022-03-11 16:14:33
52593-1,52593,151.97,2020-01-27 17:25:33
52593-2,52593,111.79,2020-04-21 19:29:20
52593-3,52593,47.89,2023-05-13 20:27:34
52593-4,52593,150.48,2023-02-20 20:32:12
52593-5,52593,32.07,2021-11-28 15:06:38
52593-6,52593,38.26,2021-11-04 19:57:05
52593-7,52593,63.58,2023-02-12 17:06:44
52593-8,52593,51.48,2023-06-01 19:07:02
52593-9,52593,57.13,2023-08-19 18:52:21
52593-10,52593,149.91,2021-09-19 19:14:30
25539-1,25539,78.6,2023-09-04 18:57:55
25539-2,25539,75.76,2021-06-29 20:34:09
25539-3,25539,38.78,2020-05-08 20:14:06
25539-4,25539,99.91,2022-02-13 05:32:02
25539-5,25539,62.69,2021-07-13 17:57:17
25539-6,25539,77.28,2023-08-16 06:16:23
25539-7,25539,126.14,2023-01-18 16:27:11
25539-8,25539,134.61,2021-02-21 07:41:19
25539-9,25539,75.59,2023-09-12 18:17:07
25539-10,25539,136.87,2023-10-17 16:08:48
23837-1,23837,111.46,2020-03-09 20:28:27
23837-2,23837,57.18,2022-07-19 20:25:10
23837-3,23837,34.41,2020-10-25 16:47:12
23837-4,23837,118.41,2022-06-21 09:22:17
23837-5,23837,119.18,2023-01-11 17:50:37
23837-6,23837,26.07,2023-04-18 22:43:45
23837-7,23837,33.71,2022-05-26 20:16:23
23837-8,23837,32.96,2022-08-07 15:26:26
23837-9,23837,49.62,2021-11-07 18:23:07
23837-10,23837,116.09,2020-01-03 20:44:57
9685-1,9685,144.45,2022-01-11 19:33:52
9685-2,9685,185.16,2020-05-04 18:40:29
9685-3,9685,115.93,2021-05-17 02:15:38
9685-4,9685,108.23,2020-10-10 18:00:42
9685-5,9685,134.05,2023-04-16 16:59:53
9685-6,9685,183.53,2022-05-21 16:15:32
9685-7,9685,96.41,2021-10-31 13:57:55
9685-8,9685,49.26,2020-08-14 16:49:20
9685-9,9685,153.08,2021-08-20 20:47:22
9685-10,9685,183.28,2021-11-11 16:31:15
8658-1,8658,71.04,2023-06-22 18:24:25
8658-2,8658,51.62,2020-07-20 01:20:54
8658-3,8658,168.62,2023-05-03 17:49:12
8658-4,8658,143.27,2023-04-06 07:35:19
8658-5,8658,126.73,2022-09-18 19:07:56
8658-6,8658,169.9,2023-10-11 18:06:01
8658-7,8658,66.18,2022-05-21 04:17:54
8658-8,8658,103.32,2022-07-13 20:12:33
8658-9,8658,68.41,2020-06-16 16:12:25
8658-10,8658,156.74,2020-10-30 16:49:43
55193-1,55193,119.37,2022-06-25 17:38:32
55193-2,55193,126.72,2020-02-02 17:27:37
55193-3,55193,151.75,2023-02-26 06:50:37
55193-4,55193,47.62,2021-03-24 16:55:53
55193-5,55193,122.44,2021-03-06 19:08:10
55193-6,55193,161.32,2023-11-07 17:41:30
55193-7,55193,147.67,2022-02-11 16:29:10
55193-8,55193,68.31,2023-01-10 19:10:23
55193-9,55193,71.05,2023-09-14 20:23:19
55193-10,55193,182.36,2021-01-18 20:29:43
87544-1,87544,155.92,2022-01-27 19:53:47
87544-2,87544,164.12,2020-06-08 19:56:50
87544-3,87544,173.07,2020-03-16 17:37:11
87544-4,87544,102.83,2020-04-22 16:35:44
87544-5,87544,124.17,2023-01-22 20:12:07
87544-6,87544,158.07,2023-09-30 19:54:12
87544-7,87544,136.92,2021-05-22 17:00:46
87544-8,87544,109.91,2022-05-01 04:46:35
87544-9,87544,92.21,2020-06-07 04:03:06
87544-10,87544,40.27,2020-03-30 17:26:52
94556-1,94556,134.57,2020-07-03 18:19:44
94556-2,94556,106.64,2023-09-09 05:09:46
94556-3,94556,114.01,2021-09-11 19:59:15
94556-4,94556,116.98,2023-12-12 17:26:59
94556-5,94556,55.08,2023-05-28 03:05:12
94556-6,94556,43.0,2023-04-13 18:25:54
94556-7,94556,125.52,2022-11-21 18:16:43
94556-8,94556,96.28,2023-09-12 20:05:16
94556-9,94556,95.73,2022-09-06 20:16:46
94556-10,94556,35.42,2021-03-17 17:49:11
64738-1,64738,41.02,2021-10-15 16:50:23
64738-2,64738,107.83,2023-05-19 22:07:59
64738-3,64738,29.29,2021-12-31 16:10:26
64738-4,64738,112.45,2023-06-22 16:00:28
64738-5,64738,45.84,2020-09-22 19:23:06
64738-6,64738,114.42,2023-04-25 17:15:52
64738-7,64738,31.45,2020-09-14 19:45:55
64738-8,64738,135.72,2021-12-30 17:48:09
64738-9,64738,57.16,2022-02-17 20:51:18
64738-10,64738,107.68,2020-07-25 17:25:05
